Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
FDV14,19.85,0.044566659,88.5856,OUT049,6.556898803449431,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDB60,9.3,0.028638276,195.8136,OUT018,7.668350618574829,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDU43,12.792854228645032,0.057762301,237.3564,OUT027,7.671457656629242,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
DRH11,5.98,0.075711199,55.6614,OUT045,5.806845553225341,11,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDC48,12.79285422864503,0.027767577,82.1592,OUT019,6.025373098759164,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
DRK39,7.02,0.049865399,82.925,OUT046,7.061463003576352,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDB20,7.72,0.052061483,76.7986,OUT049,7.189376169527239,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDE51,5.925,0.096387053,45.6086,OUT013,5.8801664387834025,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX36,9.695,0.128176489,224.8404,OUT013,8.18914635323252,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
NCT29,12.6,0.064110725,122.3414,OUT046,5.499962677826952,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDU45,15.6,0.035561344,112.1518,OUT049,7.508035133539289,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDF56,16.7,0.119647957,180.9976,OUT049,8.334770381496359,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDW07,18.0,0.238831875,88.2514,OUT010,4.494812762108692,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDR52,12.79285422864503,0.075676339,190.4846,OUT027,9.081471418982298,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDB45,20.85,0.021416681,104.6306,OUT018,7.0482444351341185,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCT42,12.792854228645028,0.024766802,151.0392,OUT027,8.09622728426637,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDP52,18.7,0.070691729,230.201,OUT046,8.655828412322569,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDI50,12.792854228645027,0.030693309,228.0352,OUT027,9.240635213953622,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDU48,18.85,0.055671582,133.3284,OUT017,5.578433892287147,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDS43,11.65,0.040507228,186.924,OUT035,7.71337720892099,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCM41,16.5,0.035626319,93.112,OUT013,6.838533809940184,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDP37,15.6,0.143688905,128.1994,OUT018,7.68959524716825,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDJ44,12.3,0.106542886,173.2396,OUT045,8.052268737293998,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDY38,12.792854228645028,0.208662546,231.83,OUT019,6.1464577290734805,28,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
FDC20,10.65,0.024107056,56.6272,OUT017,6.105724941096763,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDF02,16.2,0.104058452,102.499,OUT017,7.6328758201182065,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDX38,10.5,0.048403392,48.2376,OUT018,6.269690046788008,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDN50,12.792854228645027,0.026391403,92.812,OUT027,7.867464056717364,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDA07,7.55,0.031007381,123.4072,OUT045,7.6418631964371695,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT49,12.792854228645028,0.150672399,104.728,OUT027,7.804310133332296,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDA09,13.35,0.149598628,179.466,OUT049,8.236443302429764,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDV43,16.0,0.077290355,44.5086,OUT017,6.571915482328601,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDK58,12.792854228645028,0.078758649,103.0016,OUT019,5.3151902160374105,28,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
FDL22,16.85,0.036359891,90.7488,OUT013,7.7252064099664635,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP56,8.185,0.046747071,49.9692,OUT017,6.731705692199,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRL47,19.7,0.06595278007399345,125.9362,OUT049,7.40054152720949,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
NCT17,10.8,0.041865848,189.7214,OUT046,8.67283933533659,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDR12,12.6,0.031713126,172.5764,OUT017,6.938922883494412,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD39,16.7,0.07044068,216.885,OUT018,8.744514404138306,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDG04,13.1,0.006087409,185.0898,OUT018,7.5347081683735695,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDV19,14.85,0.035456465,162.2578,OUT017,8.213796122709685,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDS55,12.792854228645027,0.142107998,150.3734,OUT019,5.696914947078256,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDM50,13.0,0.030064132,58.022,OUT013,6.802205856593669,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
DRF13,12.1,0.029781363,146.9444,OUT046,7.376250521183908,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDJ48,11.3,0.056387854,245.4118,OUT013,8.805422903885846,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDM20,10.0,0.038653608,245.4144,OUT013,8.868753542093199,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP24,20.6,0.083172413,121.0756,OUT045,7.436887352505166,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC16,11.5,0.020565921,86.054,OUT035,7.234079050837241,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCB42,11.8,0.008609602,114.8492,OUT017,7.237915062498725,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDN01,8.895,0.121180705,177.037,OUT010,5.178615616335596,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDT34,9.3,0.174703862,104.0964,OUT045,7.4896014451203206,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDA52,12.792854228645027,0.127800388,177.037,OUT027,8.431278376618831,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
NCC18,19.1,0.296713665,171.8422,OUT010,6.942787617743714,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
NCR41,17.85,0.018125948,94.9094,OUT017,6.636832252580174,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDX23,6.445,0.029859711,94.1436,OUT017,7.257816198403183,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDP39,12.65,0.116203156,53.5324,OUT010,6.03178849762491,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
NCH07,13.15,0.09264951,157.8604,OUT035,8.24382146248669,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDW47,12.792854228645023,0.081197035,121.7414,OUT019,5.904064549160464,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
DRD13,15.0,0.049070183,61.9168,OUT035,6.643791816478836,9,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDR48,11.65,0.131394793,151.9024,OUT013,7.42107363331217,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDE17,20.1,0.06595278007399345,152.2366,OUT010,5.02477880148192,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDP60,17.35,0.06595278007399345,102.9016,OUT046,7.56207347765209,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDD57,18.1,0.022526293,95.0094,OUT017,7.447033773284233,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDW13,8.5,0.163838951,51.3324,OUT010,5.74490650355948,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDN24,14.1,0.11349714,56.1956,OUT045,7.219561509801872,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDJ34,11.8,0.094185483,126.2704,OUT017,7.602763925937996,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD46,6.035,0.14113846,155.0998,OUT013,8.213976465297707,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF46,12.792854228645023,0.164006137,113.2834,OUT019,6.357698408674056,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
NCE43,12.5,0.17314115,168.4448,OUT010,5.144261348906839,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDN27,20.85,0.039555016,116.8808,OUT035,6.710846565052199,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDW52,14.0,0.037580877,162.6526,OUT049,8.360952769598383,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
DRH03,17.25,0.035064318,92.412,OUT046,7.1746998072391,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCM29,11.5,0.017678008,129.2626,OUT045,7.441973431571327,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDR58,6.675,0.041986639,93.2462,OUT049,7.300971811962458,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDY50,5.8,0.130955811,90.3172,OUT046,7.199871008235855,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDE16,8.895,0.026492726,208.4954,OUT017,8.74079455791708,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCE31,7.67,0.185130961,32.9216,OUT049,6.379388708391441,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDE53,10.895,0.026934673,106.128,OUT045,5.770144332504633,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRK11,8.21,0.06595278007399345,148.2392,OUT045,7.30813548083947,11,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
DRH13,8.575,0.023866079,107.128,OUT013,6.866674917754745,26,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDA11,7.75,0.043414959,93.1436,OUT018,7.257816198403183,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
DRL35,12.792854228645023,0.030554947,41.877,OUT027,7.026606188702443,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
DRF36,12.792854228645023,0.023463124,190.6846,OUT027,9.164843927551596,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDI07,12.35,0.033951827,197.2426,OUT017,7.995353467862146,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDI32,17.7,0.174228338,117.1834,OUT013,6.539731031798814,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRL60,8.52,0.027169589,151.0682,OUT018,7.512409112249449,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
NCY17,18.2,0.1630653,43.3086,OUT035,6.632457799883781,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRH36,12.792854228645021,0.058444176,73.0696,OUT019,5.414805341753303,28,4,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
FDX02,16.0,0.057049301,225.9404,OUT035,7.20877974451577,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDG46,8.63,0.032960823,115.0518,OUT049,7.22053593038928,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDM60,10.8,0.06595278007399345,40.7138,OUT017,6.00915219431166,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDJ22,18.75,0.053025371,192.5504,OUT018,7.654563787922667,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDU59,5.78,0.096306016,161.9552,OUT013,7.655825020168492,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDL38,13.8,0.014762987,90.7172,OUT045,7.199871008235855,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDZ23,17.75,0.067446626,184.724,OUT013,7.4258440620311275,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX52,11.5,0.042173667,194.682,OUT018,7.748453121373718,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
NCB42,11.8,0.008578539,117.6492,OUT045,7.055737257146127,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCU18,15.1,0.056155909,140.5496,OUT017,7.894632108484174,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDI32,12.79285422864502,0.305305397,116.6834,OUT019,6.134988101393921,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
DRZ11,8.85,0.112571187,122.0388,OUT013,7.384551039392579,26,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
NCL54,12.6,0.083221904,174.5054,OUT017,7.873818930059004,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDS19,13.8,0.064195136,75.8012,OUT035,7.038360644962908,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRB13,6.115,0.007055292,188.653,OUT049,8.190439536024046,14,9,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
DRI51,17.25,0.070703828,170.3764,OUT010,5.842247344312063,15,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDS57,12.792854228645021,0.102941345,142.047,OUT027,7.908678660916962,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDT39,6.26,0.009887927,150.7366,OUT045,7.791186233586546,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH48,13.5,0.101231721,86.254,OUT010,5.159675796321548,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
NCB18,19.6,0.069112952,90.1514,OUT010,6.0952771153130945,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDR25,12.792854228645021,0.138846289,263.7884,OUT027,7.189878429216009,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDV21,11.5,0.171050595,126.3704,OUT035,8.263920893473033,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRH23,14.65,0.06595278007399345,54.9614,OUT049,6.316467693001039,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
FDS52,8.89,0.005496816,102.8016,OUT018,6.920687298793248,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCC31,8.02,0.033259081,154.2972,OUT010,6.995381833378006,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDU03,18.7,0.092095924,183.3292,OUT017,7.604755626550299,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDG50,7.405,0.015295536,89.7146,OUT049,6.3067999667977155,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDY31,5.98,0.043526599,148.4418,OUT013,7.764410140064418,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX39,12.792854228645018,0.049435598,209.7586,OUT027,8.610414573017918,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDE46,12.792854228645018,0.027610698,149.5366,OUT019,6.406131190940718,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
NCN29,15.2,0.012141036,48.7034,OUT045,6.524219358965493,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRF13,12.1,0.029949818,146.3444,OUT017,8.236090599964008,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDT46,12.792854228645018,0.053939315,52.1008,OUT019,3.9435371762433022,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDS58,9.285,0.06595278007399345,161.5578,OUT046,8.445541688899738,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX52,12.792854228645016,0.073541072,192.282,OUT019,5.958848375873348,28,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
FDP27,8.155,0.199935881,188.453,OUT010,5.941501945902777,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDX44,9.3,0.043033346,89.4172,OUT049,7.05688503216965,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
DRO35,13.85,0.034570357,117.4492,OUT046,8.084802090579924,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDC59,16.7,0.054739692,65.7168,OUT045,6.99171547250884,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDB12,11.15,0.105471384,105.8648,OUT049,7.588035635855258,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDU26,16.7,0.042610897,117.2782,OUT035,6.573776810335217,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCF30,17.0,0.126758324,124.5362,OUT018,7.033088231047172,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDX20,7.365,0.042524835,228.372,OUT013,8.418132788306892,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDN02,16.5,0.073813788,207.2638,OUT035,8.591309226394598,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRC27,13.8,0.097251621,245.7802,OUT010,5.508092760889949,15,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDZ38,12.792854228645016,0.014008751,171.3422,OUT019,6.760659157143546,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
DRH25,18.7,0.02442574,52.9324,OUT010,3.9690156277476625,15,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDK21,7.905,0.010012319,250.4408,OUT046,8.008062663496505,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT01,13.65,0.184454044,211.4902,OUT049,8.303111903472647,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDZ09,17.6,0.105042025,163.8868,OUT049,8.04332585164479,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
DRL37,15.5,0.053589594,44.177,OUT018,5.159675796321548,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDN49,17.25,0.125734578,41.748,OUT018,5.302010538385654,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDC22,6.89,0.136705075,194.882,OUT045,8.398834340009781,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT33,7.81,0.03412912,165.1158,OUT018,7.517126098785741,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
NCB43,20.2,0.100319317,188.6898,OUT018,8.122257375243796,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
DRI25,12.792854228645014,0.033737273,56.6614,OUT027,6.4116136490757825,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDD21,10.3,0.030569229,113.1176,OUT046,8.454513549491665,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDS23,4.635,0.14086247,126.4994,OUT035,7.42147203938202,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDS13,6.465,0.208397715,265.2884,OUT010,5.583452698808242,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
DRI03,12.792854228645012,0.039751236,176.9028,OUT019,6.564435330204743,28,4,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
FDU58,6.61,0.06595278007399345,186.4898,OUT045,8.004511446121969,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDL09,12.792854228645012,0.127416049,167.4816,OUT027,6.915415464701195,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDS12,9.1,0.291438755,126.8362,OUT010,4.842896490217898,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDP03,5.15,0.06112617,122.5388,OUT013,5.920281063696098,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI21,12.792854228645012,0.056328717,63.9168,OUT027,7.377083680312805,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDW45,18.0,0.03901099,147.7418,OUT046,8.323843948590381,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCA18,10.1,0.093862362,115.9492,OUT010,5.449743194478849,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
FDN32,12.79285422864501,0.015485016,185.6266,OUT027,8.513289220830124,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDR15,12.79285422864501,0.033276066,153.8314,OUT027,8.22259488351844,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
DRK11,8.21,0.010781158,149.9392,OUT049,7.570345102911007,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
DRG49,7.81,0.067730081,242.6486,OUT018,7.696275091941658,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDD29,12.15,0.018410515,252.1698,OUT046,7.73369591745975,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDE33,19.35,0.083079826,80.3644,OUT010,5.063409890813583,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDJ58,15.6,0.176244038,173.6764,OUT010,6.246744546552095,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDM46,7.365,0.160216552,93.512,OUT049,7.4258440620311275,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDD23,9.5,0.048676324,187.7898,OUT035,7.629969781803824,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRM35,12.792854228645009,0.070103425,179.4344,OUT027,8.680898401005468,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
DRC25,5.73,0.045556681,85.3882,OUT018,7.161872553395193,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDL36,15.1,0.076193763,89.783,OUT049,7.717829573446373,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDD41,6.765,0.087187488,105.5306,OUT013,7.358167621097786,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDV19,14.85,0.035311852,160.9578,OUT049,8.479436078677143,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDR44,6.11,0.103080901,131.2968,OUT049,7.579909644253083,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDX50,20.1,0.075049323,110.4228,OUT017,7.00871130911874,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRC25,5.73,0.045463871,85.2882,OUT045,7.631585290021305,11,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDA15,12.792854228645007,0.015944801,249.5092,OUT027,8.775740827970338,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDX22,6.785,0.022974812,208.7928,OUT046,8.681350506027833,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ50,8.645,0.021629781,51.9982,OUT045,6.908121012093629,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT13,12.792854228645007,0.032516546,188.8214,OUT019,6.6263012386794795,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDN12,15.6,0.081036436,112.3544,OUT013,7.853080870038398,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD58,7.76,0.059472609,98.77,OUT045,7.169588633311009,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDM04,9.195,0.047081398,51.1666,OUT013,7.073381406137552,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDA23,9.8,0.047260402,102.8016,OUT049,7.56207347765209,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDW28,18.25,0.148673586,197.2452,OUT010,5.281909490557729,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDA45,21.25,0.156012631,177.337,OUT018,7.945906765747931,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCO26,7.235,0.077011493,117.3492,OUT045,7.317902475653514,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDV26,20.25,0.07614605,197.0794,OUT035,8.451674050962001,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC50,12.792854228645007,0.135836915,93.8094,OUT027,8.082748069935931,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
NCV05,12.792854228645007,0.030062224,154.3656,OUT027,7.812964679062614,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDW48,18.0,0.008575615,80.2618,OUT018,6.4700165348036744,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDS55,7.02,0.081096635,148.4734,OUT013,8.178740242478872,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDX32,15.1,0.100060762,144.0786,OUT045,7.863887608144198,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC53,8.68,0.008834023,100.0384,OUT035,7.726381670188491,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDG35,21.2,0.007069662,175.7738,OUT018,7.556172735616298,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
NCC30,16.6,0.046161923,176.6344,OUT010,5.8801664387834025,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
NCZ17,12.15,0.079592733,37.3506,OUT045,6.471047460654855,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDZ56,16.25,0.025776994,169.9474,OUT049,7.960186028059208,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
NCS05,11.5,0.020960615,133.2942,OUT013,7.882648448258855,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
DRC25,12.792854228645004,0.06595278007399345,87.3882,OUT027,7.2263625983054,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDW59,13.15,0.020715913,83.5566,OUT046,7.146259449603954,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDB36,5.465,0.048801674,132.1626,OUT017,7.361979566652732,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT37,14.15,0.06595278007399345,253.7014,OUT045,8.676933738782473,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDG47,12.8,0.069605676,261.9252,OUT035,8.51422454935552,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDM45,8.655,0.088373591,119.3756,OUT045,7.282834853867523,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDQ40,12.792854228645004,0.035853059,176.8712,OUT027,8.213976465297707,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
